q,FM0p,FM0n,FPhipp0p,FPhipp0n
0.0,13.000000033718,13.999999964871,-1.670398460562,-1.874905244386
15.0,12.89994759054,13.890856683404,-1.660897095485,-1.86466107445
30.0,12.603829307839,13.567937028852,-1.63270014288,-1.834239352782
45.0,12.123543133293,13.044459522922,-1.586710361467,-1.784558471374
60.0,11.478055926474,12.341519626135,-1.524378472431,-1.717098669838
75.0,10.692242780328,11.486698942556,-1.447628969809,-1.633831194786
90.0,9.795405444693,10.512381479764,-1.358759668375,-1.537126072381
105.0,8.819492751317,9.453822134268,-1.260330324168,-1.429642265826
120.0,7.797406028859,8.347143282344,-1.155041650725,-1.314212682107
135.0,6.761275886198,7.227423459511,-1.045616543505,-1.193722560273
150.0,5.740886138879,6.127061417191,-0.934687483049,-1.070998594847
165.0,4.762525291959,5.074388542768,-0.824701705882,-0.948704750659
180.0,3.84798627435,4.092732963306,-0.717839397392,-0.829255894463
195.0,3.014082086048,3.199861673185,-0.615958275409,-0.714750074071
210.0,2.27238835794,2.407799830769,-0.520556962519,-0.60692267374
225.0,1.629430018195,1.723060176135,-0.432761597919,-0.507120264055
240.0,1.087033373805,1.14708650575,-0.353328916993,-0.416296685707
255.0,0.642935739716,0.676976803468,-0.282669920613,-0.335025632585
270.0,0.291545406186,0.306308357007,-0.220881882473,-0.26353085958
285.0,0.024712386311,0.02600261163,-0.167792176023,-0.201725487842
300.0,-0.167437554082,-0.174778032583,-0.123006761705,-0.149260951975
315.0,-0.295738480623,-0.307816804854,-0.085960185742,-0.105579598987
330.0,-0.371307363972,-0.385117994742,-0.055964820938,-0.069968746276
345.0,-0.404968753781,-0.418310993672,-0.032257036092,-0.041612373948
360.0,-0.40680760374,-0.418184711332,-0.014038811229,-0.019638753256
375.0,-0.385851796198,-0.394362646151,-0.000511797877,-0.003161313973
390.0,-0.349873153286,-0.355101599353,0.009093225968,0.008685889664
405.0,-0.305301175083,-0.307208413975,0.015495432426,0.016721746684
420.0,-0.257229849011,-0.256052702761,0.019348297653,0.021698460385
435.0,-0.209486460909,-0.205650053163,0.021230702119,0.024288201475
450.0,-0.16476871872,-0.158803731381,0.021642449529,0.025076896316
465.0,-0.124795947899,-0.117274506613,0.021004244058,0.024562269484
480.0,-0.090489466559,-0.081972627993,0.019661290301,0.023156419241
495.0,-0.062143708453,-0.05314622182,0.017888906682,0.021191277966
510.0,-0.039593982645,-0.030555049303,0.015899886043,0.018926245022
525.0,-0.022364781499,-0.013636381338,0.013852716985,0.016556957519
540.0,-0.009788843084,-0.001633710812,0.011860029521,0.014224663654
555.0,-0.001113435147,0.006292034346,0.00999688555,0.012025505111
570.0,0.004425777657,0.010982719081,0.008308486001,0.010019338183
585.0,0.007549773116,0.013224108744,0.006817102423,0.008237764554
600.0,0.00890196796,0.013710263514,0.005528094194,0.006691262242
615.0,0.009028649952,0.013024550913,0.004434985854,0.005375198274
630.0,0.00837341332,0.011634808724,0.003523593532,0.00427487371
645.0,0.007280014477,0.009897922357,0.00277525832,0.003369488673
660.0,0.006001293695,0.008071203433,0.002169309276,0.002635246337
675.0,0.00471223525,0.006327353471,0.001684841546,0.002047612039
690.0,0.003523946957,0.004770607853,0.001301922784,0.001582894912
705.0,0.002497972036,0.003452787418,0.001002353554,0.001219269529
720.0,0.001659313868,0.002387832143,0.000770068612,0.000937346006
735.0,0.001007807684,0.001564282401,0.000591282358,0.000720414901
750.0,0.000527423713,0.000955370993,0.000454451831,0.000554440611
765.0,0.000193552798,0.000526851947,0.000350122073,0.000427910361
780.0,-2.1717435e-05,0.000242524446,0.000270698071,0.000331572675
795.0,-0.000145927746,6.8007405e-05,0.00021019226,0.000258134417
810.0,-0.00020401904,-2.7051366e-05,0.000163959434,0.000201949268
825.0,-0.000217126898,-6.7916338e-05,0.000128452979,0.000158714246
840.0,-0.000202174142,-7.4530205e-05,0.00010100094,0.000125195974
855.0,-0.000171983518,-6.1825297e-05,7.961234e-05,9.899393e-05
870.0,-0.000135710958,-4.0358136e-05,6.2817447e-05,7.8641716e-05
885.0,-9.9439655e-05,-1.7079358e-05,4.9686758e-05,6.1941524e-05
900.0,-6.6823836e-05,3.862565e-06,3.897316e-05,4.8846442e-05
915.0,-3.9703655e-05,2.0381546e-05,3.0543147e-05,3.8354212e-05
930.0,-1.8647383e-05,3.181083e-05,2.3807087e-05,2.9940272e-05
945.0,-3.40216e-06,3.8383552e-05,1.8431331e-05,2.3203801e-05
960.0,6.759055e-06,4.0834718e-05,1.4156449e-05,1.7832258e-05
975.0,1.2777098e-05,4.01117e-05,1.0776576e-05,1.3575304e-05
990.0,1.5631768e-05,3.7181956e-05,8.124533e-06,1.0586012e-05
1005.0,1.6230298e-05,3.29169e-05,6.062644e-06,7.918407e-06
1020.0,1.5347993e-05,2.8031457e-05,4.476306e-06,5.874717e-06
1035.0,1.3604272e-05,2.3065462e-05,3.697382e-06,4.326263e-06
1050.0,1.1463607e-05,1.8390605e-05,2.752587e-06,3.165152e-06
