q,FM0p,FM0n,FPhipp0p,FPhipp0n
0.0,12.999999983685,14.000000006788,-1.481488605387,-1.668974709466
15.0,12.8974215451,13.888259037558,-1.472823773181,-1.65973763376
30.0,12.593941665161,13.557742448328,-1.447118195912,-1.632308814466
45.0,12.101988538859,13.022250560967,-1.405222858807,-1.587517679178
60.0,11.441409199583,12.303744831429,-1.348502288132,-1.526702815473
75.0,10.638183859316,11.43095764597,-1.278761888584,-1.451649830825
90.0,9.722806966657,10.437532433474,-1.198151971021,-1.364505184205
105.0,8.728544992028,9.360009999205,-1.109057693109,-1.267682147928
120.0,7.689475415163,8.235740281356,-1.013984799985,-1.163753293674
135.0,6.638755067029,7.100874612123,-0.915443069411,-1.055342191429
150.0,5.607030626249,5.988638097815,-0.815844855186,-0.945018573231
165.0,4.62110031889,4.927943603265,-0.717412536478,-0.835205425037
180.0,3.703076810413,3.942382441408,-0.622108276549,-0.728095716402
195.0,2.86972526739,3.049723353719,-0.531582416342,-0.625590271805
210.0,2.132412656643,2.261767370639,-0.447146569126,-0.529253838548
225.0,1.497201367455,1.584550521522,-0.369762121492,-0.440292217888
240.0,0.965320208606,1.018944386145,-0.300051791494,-0.359548578834
255.0,0.533823167783,0.561352393083,-0.238322950995,-0.287514296991
270.0,0.196382541503,0.204608694927,-0.184602215635,-0.224360847325
285.0,-0.055855067911,-0.061079748378,-0.138678571645,-0.169975896087
300.0,-0.233417023241,-0.247211515886,-0.100149489523,-0.124011215532
315.0,-0.347706027426,-0.366143467467,-0.068468120194,-0.085932275024
330.0,-0.410293920904,-0.430344243291,-0.042988253258,-0.055069026295
345.0,-0.432342969395,-0.451782738549,-0.023005789433,-0.03066379805
360.0,-0.424156508309,-0.441466809504,-0.00779492935,-0.011914835579
375.0,-0.394866472432,-0.409121080216,0.003362070755,0.001986336757
390.0,-0.352252016983,-0.363006329111,0.011150418703,0.011824534753
405.0,-0.302667132759,-0.309848416867,0.016205697024,0.018337088808
420.0,-0.251067215072,-0.254875410635,0.01910153789,0.022197449032
435.0,-0.201098810631,-0.201919427603,0.020342539572,0.024004570186
450.0,-0.155252514063,-0.153580287188,0.020362029744,0.024277714784
465.0,-0.115033411512,-0.111410067787,0.01952268625,0.023455966725
480.0,-0.081150917082,-0.076117024116,0.018120185429,0.021900920811
495.0,-0.053706101988,-0.047764888729,0.016388703189,0.019902080031
510.0,-0.032358373858,-0.025954879274,0.014507732066,0.017684015455
525.0,-0.016484233772,-0.009985891386,0.012609385527,0.015414432128
540.0,-0.005297395521,0.001006015211,0.010786093472,0.013212748421
555.0,0.00204672724,0.007943526241,0.009097869847,0.011158548718
570.0,0.006377597894,0.011727640929,0.007579191393,0.009299523819
585.0,0.008457946497,0.013183033999,0.006245126376,0.007658800499
600.0,0.008951833589,0.013024770588,0.005096629541,0.006241294632
615.0,0.008410583679,0.011843301166,0.004125008319,0.005039178122
630.0,0.007269523284,0.010102310219,0.003315483507,0.004036299623
645.0,0.005855186581,0.008146762582,0.002649990497,0.003211762266
660.0,0.004397677343,0.006216647472,0.002109264538,0.002542566886
675.0,0.00304633801,0.004464564955,0.001674300756,0.002005582144
690.0,0.001886142388,0.002973713864,0.001327315238,0.001578856715
705.0,0.000953827723,0.001775586777,0.001052322783,0.001242442083
720.0,0.00025218418,0.000865592857,0.000835398225,0.000978820497
735.0,-0.000237784182,0.000216290942,0.00066473181,0.000773044107
750.0,-0.000547263688,-0.000212074117,0.000530534743,0.000612676419
765.0,-0.000712324604,-0.000463756913,0.000424857525,0.000487598701
780.0,-0.000768896041,-0.000582047471,0.000341357251,0.000389740728
795.0,-0.000749596815,-0.000605863612,0.000275057639,0.0003127839
810.0,-0.000681978172,-0.000567994025,0.000222103363,0.000251861998
825.0,-0.000587947822,-0.000494437346,0.000179539666,0.000203272824
840.0,-0.000483863897,-0.000404679261,0.000145123203,0.000164231603
855.0,-0.000381135254,-0.000312392639,0.000117151516,0.00013265354
870.0,-0.000287039758,-0.000226419319,9.433435e-05,0.000106978936
885.0,-0.000205607792,-0.000151796798,7.5684855e-05,8.6033712e-05
900.0,-0.000138459811,-9.0748102e-05,6.043921e-05,6.8923582e-05
915.0,-8.5548843e-05,-4.3537337e-05,4.7996649e-05,5.4953609e-05
930.0,-4.5757303e-05,-9.171469e-06,3.7875354e-05,4.3573082e-05
945.0,-1.7369848e-05,1.4054124e-05,2.968165e-05,3.4336398e-05
960.0,1.585142e-06,2.8158003e-05,2.3088428e-05,2.687572e-05
975.0,1.3094843e-05,3.5193177e-05,1.7820754e-05,2.0884093e-05
990.0,1.9012521e-05,3.7071126e-05,1.3645867e-05,1.6102996e-05
1005.0,2.0960125e-05,3.5458006e-05,1.036568e-05,1.2314383e-05
1020.0,2.0291008e-05,3.1726294e-05,7.812601e-06,9.334442e-06
1035.0,1.8078744e-05,2.6945528e-05,5.844787e-06,7.009087e-06
1050.0,1.5131171e-05,2.189898e-05,4.343377e-06,5.209735e-06
