q,FM0p,FM0n,FPhipp0p,FPhipp0n
0.0,12.999999976469,13.999999994756,-1.359885040544,-1.562405352928
15.0,12.893759046251,13.883177062841,-1.351591989392,-1.553129680459
30.0,12.579577489477,13.537843614833,-1.32700032513,-1.525610079331
45.0,12.070803127023,12.979129357362,-1.286955659447,-1.480751504987
60.0,11.388687405776,12.230995366941,-1.232813237547,-1.420012834054
75.0,10.560976510396,11.324712145495,-1.166361436997,-1.345320406771
90.0,9.620138696578,10.296676082488,-1.089724592598,-1.25897784706
105.0,8.601373596389,9.186201362917,-1.005249138951,-1.163544613664
120.0,7.540552814403,8.033090003656,-0.915387498541,-1.061716854862
135.0,6.472306088785,6.875516554796,-0.822583393103,-0.956205663602
150.0,5.428338328385,5.748088063517,-0.729167563166,-0.849622323133
165.0,4.436057376989,4.680442477087,-0.637267517674,-0.744381480651
180.0,3.517670668,3.696226912265,-0.548742616244,-0.642619348461
195.0,2.689684205619,2.812663669151,-0.465133514702,-0.546138146899
210.0,1.962755071084,2.040539613827,-0.387639709672,-0.456369435661
225.0,1.3420585473,1.384529074918,-0.317114067968,-0.374361354544
240.0,0.827714011469,0.843947052773,-0.254076578783,-0.300788026767
255.0,0.41564449834,0.41359584088,-0.198741760308,-0.235971068916
270.0,0.098409023422,0.084786243011,-0.15105579397,-0.17991908295
285.0,-0.133857919366,-0.153631999983,-0.110742047102,-0.132373933065
300.0,-0.292533525437,-0.314283580452,-0.077348055255,-0.092862792373
315.0,-0.389683664491,-0.410379469058,-0.050292863383,-0.060751637294
330.0,-0.437340245273,-0.454957861891,-0.028911905012,-0.03529750055
345.0,-0.446924714984,-0.460289383102,-0.012497440449,-0.015696012336
360.0,-0.428815432426,-0.437437159459,-0.000333577369,-0.001124025113
375.0,-0.392068475841,-0.395978418246,0.008275471332,0.009226308049
390.0,-0.344256971793,-0.34386024449,0.013983320232,0.016119351193
405.0,-0.291448981143,-0.287390199055,0.017385635232,0.02025636143
420.0,-0.238255019567,-0.231306431694,0.019010933085,0.022262292995
435.0,-0.187965521001,-0.17893515765,0.019315226486,0.022679579576
450.0,-0.142715735725,-0.132378955474,0.018681932135,0.021965846141
465.0,-0.103693509131,-0.092744963025,0.017424741484,0.020496999186
480.0,-0.071333346402,-0.060354989262,0.015792867783,0.01857276794
495.0,-0.045515222515,-0.034966500023,0.013977912036,0.016424355632
510.0,-0.025736271269,-0.015952049412,0.012121678146,0.014223318006
525.0,-0.011265119393,-0.002462121093,0.010324098,0.012090873666
540.0,-0.001254808579,0.006450335137,0.008650967673,0.010107031996
555.0,0.005160062449,0.011734847042,0.007141210458,0.008319109107
570.0,0.008800274245,0.014276038689,0.005813207023,0.006749498807
585.0,0.010399627917,0.014853512674,0.004670375351,0.005402245681
600.0,0.010582992008,0.014121257668,0.00370573157,0.004268736043
615.0,0.009857754982,0.012602020064,0.002905630673,0.003332184957
630.0,0.008618009378,0.010693979228,0.002252636212,0.002571221992
645.0,0.007154021176,0.008683383871,0.001727687191,0.001962534353
660.0,0.005667447969,0.006762309938,0.001311660921,0.001482807357
675.0,0.004287147437,0.005046467353,0.000986411904,0.001109995936
690.0,0.003085567856,0.003593648118,0.000735417826,0.00082411917
705.0,0.002093510479,0.002419692688,0.000544117918,0.000607663546
720.0,0.001312981378,0.001512477357,0.000400026444,0.000445702152
735.0,0.000727729349,0.000842976678,0.000292750472,0.000325899328
750.0,0.000311409457,0.000373836646,0.000213547717,0.000237953938
765.0,3.3576103e-05,6.5502525e-05,0.000155713313,0.0001740501
780.0,-0.000136216412,-0.000119724015,0.000113762521,0.000127849984
795.0,-0.000225837187,-0.000215263599,8.3496563e-05,9.4551313e-05
810.0,-0.000259198101,-0.000249089767,6.1718273e-05,7.0546766e-05
825.0,-0.000255728287,-0.000243460229,4.6037019e-05,5.316955e-05
840.0,-0.000230434173,-0.000215220712,3.469612e-05,4.0485728e-05
855.0,-0.000194313595,-0.000176466625,2.6423974e-05,3.1115459e-05
870.0,-0.000154959666,-0.000135343053,2.0315967e-05,2.4089123e-05
885.0,-0.000117229269,-9.6892986e-05,1.5737516e-05,1.8734746e-05
900.0,-8.3890224e-05,-6.3837639e-05,1.2249917e-05,1.459127e-05
915.0,-5.6202715e-05,-3.7262038e-05,9.55184e-06,1.1343439e-05
930.0,-3.4406622e-05,-1.7176416e-05,7.437891e-06,8.774842e-06
945.0,-1.810902e-05,-2.952975e-06,5.766734e-06,6.73467e-06
960.0,-6.952923e-06,6.353245e-06,4.439926e-06,5.114723e-06
975.0,1.065605e-06,1.1782524e-05,3.386738e-06,3.834346e-06
990.0,5.684644e-06,1.4330212e-05,2.554403e-06,2.830786e-06
1005.0,8.073451e-06,1.4900574e-05,1.901806e-06,2.091905e-06
1020.0,8.903701e-06,1.4065512e-05,1.42283e-06,1.521528e-06
1035.0,8.715047e-06,1.2620044e-05,1.025235e-06,1.053434e-06
1050.0,7.920286e-06,1.0757258e-05,7.7839e-07,7.14085e-07
